"","R.N","FROM","TO","prs","revenue"
"67","107(B)2","CANTT RLY
STATION","KIT",8,304
"68","107(B)2","CANTT RLY
STATION","LANKA",43,946
"69","107(B)2","CANTT RLY
STATION","MIRZAMURAD
BAZAR",7,301
"70","107(B)2","CANTT RLY
STATION","MODHAILA",2,34
"71","107(B)2","CANTT RLY
STATION","MOHANSARAI",8,216
"72","107(B)2","CANTT RLY
STATION","RAJATALAB",5,165
"73","107(B)2","CANTT RLY
STATION","RATHYATRA",1,12
"74","107(B)2","CANTT RLY
STATION","ROHANIA",2,44
"75","107(B)2","CANTT RLY
STATION","SAHABABAD",1,22
"76","107(B)2","CHANDPUR
CHAURAHA","MOHANSARAI",1,22
"77","107(B)2","CHANDPUR
CHAURAHA","ROHANIA",3,36
"78","107(B)2","DURGA KUND","CANTT RLY STATION",7,119
"79","107(B)2","JAGATPUR","CANTT RLY STATION",2,44
"80","107(B)2","JAGATPUR","LANKA",1,33
"81","107(B)2","KIT","CANTT RLY STATION",2,76
"82","107(B)2","KIT","CHANDPUR
CHAURAHA",1,33
"83","107(B)2","LANKA","CANTT RLY STATION",95,2090
"84","107(B)2","LANKA","CHANDPUR
CHAURAHA",2,54
"85","107(B)2","LANKA","KIT",1,22
"86","107(B)2","LANKA","LAHARTARA",8,176
"87","107(B)2","LANKA","SIGRA",24,408
"88","107(B)2","LANKA","VIDYAPEETH",2,44
"89","107(B)2","MIRZAMURAD BAZAR","BOULIA",1,38
"90","107(B)2","MODHAILA","SADHU KI KUTIYA",1,33
"91","107(B)2","MOHANSARAI","CANTT RLY STATION",4,108
"92","107(B)2","MOHANSARAI","RAVINDERPURI",1,33
"93","107(B)2","MOHANSARAI","SIGRA",1,33
"94","107(B)2","RAJATALAB","CANTT RLY STATION",5,165
"95","107(B)2","RAJATALAB","RAVIDAS GATE",1,38
"96","107(B)2","RATHYATRA","CANTT RLY STATION",1,12
"97","107(B)2","RATHYATRA","DURGA KUND",1,12
"98","107(B)2","RATHYATRA","VIDYAPEETH",1,12
"99","107(B)2","RAVIDAS GATE","CANTT RLY STATION",2,44
"100","107(B)2","RAVINDERPURI","CANTT RLY STATION",1,17
"101","107(B)2","SAHABABAD","CANTT RLY STATION",6,162
"102","107(B)2","SIGRA","JAGATPUR",1,27
"103","107(B)2","SIGRA","LANKA",4,68
"104","107(B)2","SIGRA","RAVINDERPURI",1,12
"105","107(B)2","SIGRA","ROHANIA",1,22
"106","109(A)","BHULLANPUR","CANTT RLY STATION",1,22
"107","109(A)","BHULLANPUR","MIRZAMURAD
BAZAR",2,66
"108","109(A)","BOULIA","MIRZAMURAD
BAZAR",3,114
"109","109(A)","BOULIA","RAJATALAB",1,27
"110","109(A)","BOULIA","SAHABABAD",1,22
"111","109(A)","CANTT RLY STATION","BHULLANPUR",3,66
"112","109(A)","CANTT RLY STATION","CHANDPUR
CHAURAHA",5,85
"113","109(A)","CANTT RLY STATION","JAGATPUR",2,44
"114","109(A)","CANTT RLY STATION","KIT",2,76
"115","109(A)","CANTT RLY STATION","MIRZAMURAD
BAZAR",7,301
"116","109(A)","CANTT RLY STATION","MODHAILA",3,51
"117","109(A)","CANTT RLY STATION","MOHANSARAI",19,513
"118","109(A)","CANTT RLY STATION","RAJATALAB",12,396
"119","109(A)","CANTT RLY STATION","RAJGHAT",2,34
"120","109(A)","CANTT RLY STATION","RAKHAUNA",2,76
"121","109(A)","CANTT RLY STATION","ROHANIA",10,220
"122","109(A)","CANTT RLY STATION","SADHU KI KUTIYA",6,228
"123","109(A)","CANTT RLY STATION","SAHABABAD",2,54
"124","109(A)","CANTT RLY
STATION","BHULLANPUR",2,44
"125","109(A)","CANTT RLY
STATION","BOULIA",2,24
"126","109(A)","CANTT RLY
STATION","CHANDPUR
CHAURAHA",9,153
"127","109(A)","CANTT RLY
STATION","JAGATPUR",1,22
"128","109(A)","CANTT RLY
STATION","MIRZAMURAD
BAZAR",2,86
"129","109(A)","CANTT RLY
STATION","MODHAILA",2,34
"130","109(A)","CANTT RLY
STATION","MOHANSARAI",5,135
"131","109(A)","CANTT RLY
STATION","RAJATALAB",5,165
"132","109(A)","CANTT RLY
STATION","RAJGHAT",2,34
"133","109(A)","CANTT RLY
STATION","RAKHAUNA",1,38
"134","109(A)","CANTT RLY
STATION","ROHANIA",3,66
"135","109(A)","CHANDPUR
CHAURAHA","CANTT RLY STATION",3,51
"136","109(A)","CHANDPUR
CHAURAHA","MIRZAMURAD
BAZAR",2,76
"137","109(A)","CHANDPUR
CHAURAHA","RAJATALAB",1,27
"138","109(A)","CHAUKAGHAT","BHULLANPUR",1,22
"139","109(A)","CHAUKAGHAT","CHANDPUR
CHAURAHA",1,17
"140","109(A)","CHAUKAGHAT","MIRZAMURAD
BAZAR",1,43
"141","109(A)","CHAUKAGHAT","MOHANSARAI",1,33
"142","109(A)","CHAUKAGHAT","RAJATALAB",3,99
"143","109(A)","CHAUKAGHAT","ROHANIA",3,66
"144","109(A)","CITY RAILWAY
STATION","CANTT RLY STATION",2,24
"145","109(A)","JAGATPUR","CANTT RLY STATION",1,22
"146","109(A)","KIT","CANTT RLY STATION",4,152
"147","109(A)","MIRZAMURAD
BAZAR","CANTT RLY STATION",4,172
"148","109(A)","MIRZAMURAD
BAZAR","CHANDPUR
CHAURAHA",2,76
"149","109(A)","MIRZAMURAD
BAZAR","ROHANIA",1,33
"150","109(A)","MODHAILA","CANTT RLY STATION",7,119
"151","109(A)","MOHANSARAI","CANTT RLY STATION",11,297
"152","109(A)","RAJATALAB","CANTT RLY STATION",7,231
"153","109(A)","RAJATALAB","CHAUKAGHAT",2,66
"154","109(A)","RAJGHAT","CANTT RLY STATION",2,34
"155","109(A)","RAJGHAT","ROHANIA",1,27
"156","109(A)","RAKHAUNA","CANTT RLY STATION",3,114
"157","109(A)","RAKHAUNA","MIRZAMURAD
BAZAR",3,51
"158","109(A)","ROHANIA","CANTT RLY STATION",6,132
"159","109(A)","SADHU KI KUTIYA","CANTT RLY STATION",2,76
"160","109(A)","SAHABABAD","CANTT RLY STATION",3,81
"161","109(A)","SAHABABAD","MIRZAMURAD
BAZAR",1,27
"162","109(B)","BHADAU CHOURAHA","CANTT RLY STATION",6,102
"163","109(B)","BHADAU CHOURAHA","LANKA",3,99
"164","109(B)","BHADAU
CHOURAHA","CANTT RLY STATION",4,68
"165","109(B)","BHADAU
CHOURAHA","CHAUKAGHAT",1,17
"166","109(B)","BHADAU
CHOURAHA","LANKA",2,66
"167","109(B)","BHELUPUR","CANTT RLY STATION",1,17
"168","109(B)","BHELUPUR","RAJGHAT",5,110
"169","109(B)","CANTT RLY STATION","BHIKARIPUR
CROSSING",1,17
"170","109(B)","CANTT RLY STATION","DLW",1,17
"171","109(B)","CANTT RLY STATION","LANKA",3,66
"172","109(B)","CANTT RLY
STATION","LANKA",1,22
"173","109(B)","CANTT RLY
STATION","RAJGHAT",2,34
"174","109(B)","CITY RAILWAY
STATION","CANTT RLY STATION",1,12
"175","109(B)","CITY RAILWAY
STATION","LANKA",3,81
"176","109(B)","DLW","RAJGHAT",1,33
"177","109(B)","DURGA KUND","CANTT RLY STATION",8,136
"178","109(B)","DURGA KUND","SIGRA",2,34
"179","109(B)","GOLGADDA","CHAUKAGHAT",2,24
"180","109(B)","KAZZAKPURA","CANTT RLY STATION",3,51
"181","109(B)","KAZZAKPURA","LANKA",3,99
"182","109(B)","LAHARTARA","LANKA",1,22
"183","109(B)","LANKA","CANTT RLY STATION",87,1914
"184","109(B)","LANKA","CHAUKAGHAT",4,88
"185","109(B)","LANKA","CITY RAILWAY
STATION",12,264
"186","109(B)","LANKA","GOLGADDA",3,81
"187","109(B)","LANKA","RAJGHAT",17,459
"188","109(B)","LANKA","RATHYATRA",9,153
"189","109(B)","LANKA","SIGRA",3,51
"190","109(B)","RAJGHAT","BHIKARIPUR
CROSSING",2,54
"191","109(B)","RAJGHAT","CANTT RLY STATION",1,22
"192","109(B)","RAJGHAT","DLW",1,27
"193","109(B)","RAJGHAT","DURGA KUND",1,33
"194","109(B)","RAJGHAT","LAHARTARA",1,22
"195","109(B)","RAJGHAT","LANKA",6,198
"196","109(B)","RATHYATRA","CANTT RLY STATION",1,12
"197","109(B)","RATHYATRA","CHAUKAGHAT",1,17
"198","109(B)","RAVINDERPURI","CANTT RLY STATION",3,51
"199","109(B)","RAVINDERPURI","CITY RAILWAY
STATION",1,22
"200","109(B)","RAVINDERPURI","GOLGADDA",1,22
"201","109(B)","RAVINDERPURI","RATHYATRA",2,24
"202","109(B)","SIGRA","RAJGHAT",5,110
"203","109(B)","VIDYAPEETH","RAJGHAT",1,22
"204","111(A)","BHULLANPUR","CANTT RLY STATION",1,22
"205","111(A)","BHULLANPUR","JAGATPUR",2,24
"206","111(A)","BOULIA","CANTT RLY STATION",3,36
"207","111(A)","BOULIA","MOHANSARAI",1,27
"208","111(A)","BOULIA","RAJATALAB",3,81
"209","111(A)","BOULIA","SADHU KI KUTIYA",1,33
"210","111(A)","BOULIA","SAHABABAD",1,22
"211","111(A)","CANTT RLY STATION","BHELUPUR",9,153
"212","111(A)","CANTT RLY STATION","BHULLANPUR",5,110
"213","111(A)","CANTT RLY STATION","CHANDPUR
CHAURAHA",8,136
"214","111(A)","CANTT RLY STATION","DURGA KUND",14,238
"215","111(A)","CANTT RLY STATION","JAGATPUR",3,66
"216","111(A)","CANTT RLY STATION","KIT",1,38
"217","111(A)","CANTT RLY STATION","LANKA",61,1342
"218","111(A)","CANTT RLY STATION","MIRZAMURAD BAZAR",3,129
"219","111(A)","CANTT RLY STATION","MIRZAMURAD E
STATION",1,43
"220","111(A)","CANTT RLY STATION","MIRZAMURAD
BAZAR",5,215
"221","111(A)","CANTT RLY STATION","MODHAILA",3,51
"222","111(A)","CANTT RLY STATION","MOHANSARAI",14,378
"223","111(A)","CANTT RLY STATION","RAJATALAB",21,693
"224","111(A)","CANTT RLY STATION","RAKHAUNA",2,76
"225","111(A)","CANTT RLY STATION","RATHYATRA",2,24
"226","111(A)","CANTT RLY STATION","RAVINDERPURI",5,85
"227","111(A)","CANTT RLY STATION","ROHANIA",4,88
"228","111(A)","CANTT RLY STATION","SADHU KI KUTIYA",3,114
"229","111(A)","CANTT RLY STATION","SAHABABAD",2,54
"230","111(A)","CANTT RLY STATION","SIGRA",1,12
"231","111(A)","CANTT RLY
STATION","BHELUPUR",1,17
"232","111(A)","CANTT RLY
STATION","BHULLANPUR",2,44
"233","111(A)","CANTT RLY
STATION","CHANDPUR
CHAURAHA",1,17
"234","111(A)","CANTT RLY
STATION","DURGA KUND",1,17
"235","111(A)","CANTT RLY
STATION","KIT",3,114
"236","111(A)","CANTT RLY
STATION","LANKA",16,352
"237","111(A)","CANTT RLY
STATION","MIRZAMURAD
BAZAR",5,215
"238","111(A)","CANTT RLY
STATION","MOHANSARAI",2,54
"239","111(A)","CANTT RLY
STATION","RAJATALAB",5,165
"240","111(A)","CANTT RLY
STATION","ROHANIA",3,66
"241","111(A)","CANTT RLY
STATION","SADHU KI KUTIYA",3,114
"242","111(A)","CHANDPUR
CHAURAHA","CANTT RLY STATION",3,51
"243","111(A)","CHANDPUR
CHAURAHA","MIRZAMURAD
BAZAR",2,76
"244","111(A)","CHANDPUR
CHAURAHA","ROHANIA",1,12
"245","111(A)","JAGATPUR","CANTT RLY STATION",2,44
"246","111(A)","JAGATPUR","CANTT RLY
STATION",1,22
"247","111(A)","LAHARTARA","CHANDPUR
CHAURAHA",2,24
"248","111(A)","LAHARTARA","LANKA",4,88
"249","111(A)","LAHARTARA","MIRZAMURAD BAZAR",2,76
"250","111(A)","LAHARTARA","MODHAILA",2,34
"251","111(A)","MIRZAMURAD
BAZAR","BOULIA",1,38
"252","111(A)","MIRZAMURAD
BAZAR","CANTT RLY STATION",2,86
"253","111(A)","MIRZAMURAD
BAZAR","CHANDPUR
CHAURAHA",3,114
"254","111(A)","MIRZAMURAD
BAZAR","RAVINDERPURI",1,43
"255","111(A)","MODHAILA","CANTT RLY STATION",7,119
"256","111(A)","MODHAILA","LANKA",2,54
"257","111(A)","MODHAILA","MIRZAMURAD
BAZAR",6,198
"258","111(A)","MODHAILA","SAHABABAD",3,51
"259","111(A)","MOHANSARAI","CANTT RLY STATION",5,135
"260","111(A)","MOHANSARAI","CANTT RLY
STATION",5,135
"261","111(A)","MOHANSARAI","CHANDPUR
CHAURAHA",1,22
"262","111(A)","RAJATALAB","BHULLANPUR",1,22
"263","111(A)","RAJATALAB","CANTT RLY STATION",4,132
"264","111(A)","RAJATALAB","CANTT RLY
STATION",2,66
"265","111(A)","RAJATALAB","CHANDPUR
CHAURAHA",1,27
"266","111(A)","RAJATALAB","KIT",2,34
"267","111(A)","RAJATALAB","MODHAILA",1,27
"268","111(A)","RAJATALAB","SIGRA",1,33
"269","111(A)","RAKHAUNA","CANTT RLY STATION",1,38
"270","111(A)","RATHYATRA","DURGA KUND",2,24
"271","111(A)","RATHYATRA","LANKA",4,68
"272","111(A)","ROHANIA","CANTT RLY STATION",2,44
"273","111(A)","ROHANIA","CANTT RLY
STATION",5,110
"274","111(A)","ROHANIA","LAHARTARA",1,17
"275","111(A)","ROHANIA","MOHANSARAI",1,17
"276","111(A)","ROHANIA","SIGRA",1,22
"277","111(A)","SADHU KI KUTIYA","CANTT RLY STATION",1,38
"278","111(A)","SADHU KI KUTIYA","ROHANIA",1,27
"279","111(A)","SADHU KI KUTIYA","SAHABABAD",1,22
"280","111(A)","SAHABABAD","CANTT RLY STATION",1,27
"281","111(A)","SAHABABAD","MIRZAMURAD
BAZAR",2,54
"282","111(A)","SAHABABAD","MOHANSARAI",1,12
"283","111(A)","SIGRA","BHELUPUR",1,12
"284","111(A)","SIGRA","DURGA KUND",2,34
"285","111(A)","SIGRA","LANKA",26,442
"286","111(A)","SIGRA","RATHYATRA",1,12
"287","111(A)","SIGRA","RAVINDERPURI",6,72
"288","111(A)","VIDYAPEETH","DURGA KUND",2,34
"289","111(A)","VIDYAPEETH","LANKA",3,66
"290","111(B)","BHELUPUR","CANTT RLY STATION",3,51
"291","111(B)","BHELUPUR","CANTT RLY
STATION",1,17
"292","111(B)","BHELUPUR","LANKA",1,17
"293","111(B)","BHELUPUR","VIDYAPEETH",1,12
"294","111(B)","CANTT RLY STATION","CHETGANJ",1,17
"295","111(B)","CANTT RLY STATION","GIRJAGHAR
CHAURAHA",21,357
"296","111(B)","CANTT RLY STATION","LANKA",4,88
"297","111(B)","CANTT RLY STATION","RATHYATRA",3,36
"298","111(B)","CANTT RLY STATION","SIGRA",1,12
"299","111(B)","CANTT RLY
STATION","DURGA KUND",8,136
"300","111(B)","CANTT RLY
STATION","GIRJAGHAR
CHAURAHA",5,85
"301","111(B)","CANTT RLY
STATION","LAHURABIR",3,51
"302","111(B)","CANTT RLY
STATION","LANKA",9,198
"303","111(B)","CANTT RLY
STATION","RATHYATRA",4,48
"304","111(B)","CHETGANJ","CANTT RLY STATION",62,744
"305","111(B)","CHETGANJ","CANTT RLY
STATION",1,12
"306","111(B)","CHETGANJ","CHAUKAGHAT",1,12
"307","111(B)","DURGA KUND","CANTT RLY STATION",39,663
"308","111(B)","DURGA KUND","CANTT RLY
STATION",2,34
"309","111(B)","DURGA KUND","GIRJAGHAR
CHAURAHA",7,154
"310","111(B)","DURGA KUND","RATHYATRA",4,48
"311","111(B)","DURGA KUND","SIGRA",1,17
"312","111(B)","DURGA KUND","VIDYAPEETH",1,17
"313","111(B)","GIRJAGHAR
CHAURAHA","CANTT RLY STATION",147,2499
"314","111(B)","GIRJAGHAR
CHAURAHA","CANTT RLY
STATION",53,901
"315","111(B)","GIRJAGHAR
CHAURAHA","CHAUKAGHAT",31,372
"316","111(B)","GIRJAGHAR
CHAURAHA","LAHURABIR",4,48
"317","111(B)","LAHURABIR","CANTT RLY STATION",1,12
"318","111(B)","LAHURABIR","CHAUKAGHAT",1,12
"319","111(B)","LANKA","BHELUPUR",2,34
"320","111(B)","LANKA","CANTT RLY STATION",141,3102
"321","111(B)","LANKA","CANTT RLY
STATION",46,1012
"322","111(B)","LANKA","RATHYATRA",7,119
"323","111(B)","LANKA","RAVINDERPURI",3,36
"324","111(B)","LANKA","SIGRA",27,474
"325","111(B)","LANKA","VIDYAPEETH",2,44
"326","111(B)","RATHYATRA","CANTT RLY STATION",2,24
"327","111(B)","RATHYATRA","CANTT RLY
STATION",3,36
"328","111(B)","RATHYATRA","LAHURABIR",2,24
"329","111(B)","RATHYATRA","LANKA",1,17
"330","111(B)","RAVIDAS GATE","BHELUPUR",1,12
"331","111(B)","RAVIDAS GATE","RATHYATRA",1,17
"332","111(B)","RAVIDAS GATE","SIGRA",1,17
"333","111(B)","RAVIDAS GATE","VIDYAPEETH",1,17
"334","111(B)","RAVINDERPURI","CANTT RLY STATION",9,153
"335","111(B)","RAVINDERPURI","CANTT RLY
STATION",3,51
"336","111(B)","RAVINDERPURI","SIGRA",4,48
"337","111(B)","SIGRA","GIRJAGHAR
CHAURAHA",1,12
"338","111(B)","SIGRA","LANKA",1,17
"339","111(B)","VIDYAPEETH","GIRJAGHAR
CHAURAHA",4,48
"340","E101","AGRASEN MOD","CANTT RLY STATION",4,88
"341","E101","AIRPORT ROAD","AGRASEN MOD",1,27
"342","E101","AIRPORT ROAD","CANTT RLY STATION",16,608
"343","E101","AIRPORT ROAD","RAJATALAB",1,54
"344","E101","AIRPORT ROAD","TARNA",1,27
"345","E101","B.H.E.L.","KACHAHARI",1,22
"346","E101","BHOJUBEER","BHULLANPUR",1,27
"347","E101","BHOJUBEER","CANTT RLY STATION",3,51
"348","E101","BHOJUBEER","KAAZI SARAI",1,22
"349","E101","BHOJUBEER","KIT",1,43
"350","E101","BHOJUBEER","LBS AIRPORT",6,198
"351","E101","BHOJUBEER","MODHAILA",1,27
"352","E101","BHOJUBEER","MOHANSARAI",1,38
"353","E101","BHOJUBEER","RAJATALAB",2,76
"354","E101","BHOJUBEER","RTO",4,108
"355","E101","BHULLANPUR","CANTT RLY STATION",2,44
"356","E101","BHULLANPUR","SADHU KI KUTIYA",1,33
"357","E101","BOULIA","MIRZAMURAD BAZAR",1,38
"358","E101","CANTT RLY STATION","AGRASEN MOD",1,22
"359","E101","CANTT RLY STATION","AIRPORT ROAD",2,76
"360","E101","CANTT RLY STATION","B.H.E.L.",1,27
"361","E101","CANTT RLY STATION","BHOJUBEER",2,34
"362","E101","CANTT RLY STATION","BHULLANPUR",4,88
"363","E101","CANTT RLY STATION","CHANDPUR
CHAURAHA",8,136
"364","E101","CANTT RLY STATION","HARHUA",4,132
"365","E101","CANTT RLY STATION","JAGATPUR",7,154
"366","E101","CANTT RLY STATION","KAAZI SARAI",5,165
"367","E101","CANTT RLY STATION","KIT",2,76
"368","E101","CANTT RLY STATION","LBS AIRPORT",50,1900
"369","E101","CANTT RLY STATION","MIRZAMURAD BAZAR",12,516
"370","E101","CANTT RLY STATION","MIRZAMURAD
BAZAR",12,516
"371","E101","CANTT RLY STATION","MODHAILA",8,136
"372","E101","CANTT RLY STATION","MOHANSARAI",38,1026
"373","E101","CANTT RLY STATION","RAJATALAB",18,594
"374","E101","CANTT RLY STATION","ROHANIA",11,242
"375","E101","CANTT RLY STATION","RTO",6,198
"376","E101","CANTT RLY STATION","SADHU KI KUTIYA",3,114
"377","E101","CANTT RLY STATION","SAHABABAD",1,27
"378","E101","CANTT RLY STATION","SATOMAHUA",1,33
"379","E101","CANTT RLY STATION","TARNA",2,44
"380","E101","CANTT RLY STATION","VYASBAGH",4,108
"381","E101","CHANDPUR
CHAURAHA","KIT",1,33
"382","E101","CHANDPUR
CHAURAHA","MIRZAMURAD BAZAR",2,76
"383","E101","CHANDPUR
CHAURAHA","MIRZAMURAD
BAZAR",1,38
"384","E101","CHANDPUR
CHAURAHA","ROHANIA",1,12
"385","E101","CHANDPUR
CHAURAHA","SAHABABAD",1,22
"386","E101","CIRCUIT HOUSE","JAGATPUR",1,33
"387","E101","CIRCUIT HOUSE","LBS AIRPORT",3,99
"388","E101","CIRCUIT HOUSE","MOHANSARAI",1,33
"389","E101","CIRCUIT HOUSE","RTO",1,27
"390","E101","GILAT BAZAR","CANTT RLY STATION",1,22
"391","E101","GILAT BAZAR","LBS AIRPORT",2,66
"392","E101","HARHUA","CANTT RLY STATION",3,99
"393","E101","HARHUA","CIRCUIT HOUSE",1,22
"394","E101","HARHUA","NADESAR",1,27
"395","E101","JAGATPUR","CANTT RLY STATION",6,132
"396","E101","JAGATPUR","MIRZAMURAD BAZAR",1,33
"397","E101","JAGATPUR","MOHANSARAI",1,17
"398","E101","JAGATPUR","RAJATALAB",1,22
"399","E101","JHV MALL","BOULIA",2,34
"400","E101","JHV MALL","CANTT RLY STATION",1,12
"401","E101","KAAZI SARAI","CANTT RLY STATION",3,99
"402","E101","KAAZI SARAI","LBS AIRPORT",1,22
"403","E101","KACHAHARI","JAGATPUR",1,27
"404","E101","KACHAHARI","LBS AIRPORT",1,38
"405","E101","KACHAHARI","MIRZAMURAD
BAZAR",1,43
"406","E101","KACHAHARI","MOHANSARAI",2,66
"407","E101","KACHAHARI","SAHABABAD",1,33
"408","E101","KIT","CANTT RLY STATION",2,76
"409","E101","KIT","CIRCUIT HOUSE",1,43
"410","E101","LAHARTARA","CHANDPUR
CHAURAHA",2,24
"411","E101","LAHARTARA","MOHANSARAI",1,27
"412","E101","LAHARTARA","ROHANIA",1,17
"413","E101","LBS AIRPORT","BHOJUBEER",5,165
"414","E101","LBS AIRPORT","CANTT RLY STATION",55,2090
"415","E101","LBS AIRPORT","CIRCUIT HOUSE",4,132
"416","E101","LBS AIRPORT","GILAT BAZAR",6,198
"417","E101","LBS AIRPORT","HARHUA",2,44
"418","E101","LBS AIRPORT","JAGATPUR",2,96
"419","E101","LBS AIRPORT","LAHARTARA",1,43
"420","E101","LBS AIRPORT","NADESAR",1,38
"421","E101","LBS AIRPORT","SAHABABAD",1,48
"422","E101","LBS AIRPORT","SATOMAHUA",2,34
"423","E101","LBS AIRPORT","TARNA",2,54
"424","E101","MIRZAMURAD BAZAR","CANTT RLY STATION",4,172
"425","E101","MIRZAMURAD BAZAR","CIRCUIT HOUSE",3,129
"426","E101","MIRZAMURAD BAZAR","LAHARTARA",1,38
"427","E101","MIRZAMURAD BAZAR","LBS AIRPORT",2,128
"428","E101","MIRZAMURAD BAZAR","ROHANIA",1,33
"429","E101","MIRZAMURAD
BAZAR","B.H.E.L.",1,48
"430","E101","MIRZAMURAD
BAZAR","CANTT RLY STATION",3,129
"431","E101","MIRZAMURAD
BAZAR","LAHARTARA",1,38
"432","E101","MODHAILA","CANTT RLY STATION",1,17
"433","E101","MODHAILA","LBS AIRPORT",1,43
"434","E101","MODHAILA","MIRZAMURAD BAZAR",1,33
"435","E101","MOHANSARAI","AGRASEN MOD",1,38
"436","E101","MOHANSARAI","CANTT RLY STATION",5,135
"437","E101","MOHANSARAI","CHANDPUR
CHAURAHA",3,66
"438","E101","MOHANSARAI","CIRCUIT HOUSE",3,99
"439","E101","MOHANSARAI","MODHAILA",3,66
"440","E101","MOHANSARAI","ROHANIA",2,34
"441","E101","NADESAR","HARHUA",1,27
"442","E101","NADESAR","VYASBAGH",2,44
"443","E101","RAJATALAB","AIRPORT ROAD",1,54
"444","E101","RAJATALAB","BHOJUBEER",2,76
"445","E101","RAJATALAB","CANTT RLY STATION",7,231
"446","E101","RAJATALAB","LBS AIRPORT",3,162
"447","E101","RAJATALAB","SADHU KI KUTIYA",2,34
"448","E101","RAKHAUNA","BOULIA",1,33
"449","E101","RAKHAUNA","CANTT RLY STATION",2,76
"450","E101","ROHANIA","CANTT RLY STATION",6,132
"451","E101","ROHANIA","KAAZI SARAI",1,38
"452","E101","ROHANIA","LAHARTARA",1,17
"453","E101","ROHANIA","LBS AIRPORT",2,96
"454","E101","ROHANIA","RAJATALAB",1,22
"455","E101","RTO","BHOJUBEER",1,27
"456","E101","RTO","CANTT RLY STATION",2,66
"457","E101","RTO","KACHAHARI",2,66
"458","E101","SADHU KI KUTIYA","CANTT RLY STATION",5,190
"459","E101","SAHABABAD","CANTT RLY STATION",5,135
"460","E101","SAHABABAD","KIT",1,27
