"","R.N","FROM","TO","prs","revenue"
"92","107(B)2","CHANDPUR
CHAURAHA","MOHANSARAI",1,22
"93","107(B)2","CHANDPUR
CHAURAHA","SAHABABAD",1,22
"94","107(B)2","JAGATPUR","CANTT RLY STATION",3,66
"95","107(B)2","LAHARTARA","LANKA",1,22
"96","107(B)2","LAHARTARA","MIRZAMURAD BAZAR",1,38
"97","107(B)2","LAHARTARA","MIRZAMURAD
BAZAR",1,38
"98","107(B)2","LAHARTARA","MOHANSARAI",2,54
"99","107(B)2","LAHARTARA","RAJATALAB",2,66
"100","107(B)2","LANKA","CANTT RLY STATION",57,1254
"101","107(B)2","LANKA","CHANDPUR
CHAURAHA",2,54
"102","107(B)2","LANKA","LAHARTARA",6,132
"103","107(B)2","LANKA","SIGRA",11,187
"104","107(B)2","MIRZAMURAD BAZAR","CANTT RLY STATION",1,43
"105","107(B)2","MIRZAMURAD BAZAR","SAHABABAD",1,27
"106","107(B)2","MIRZAMURAD
BAZAR","CANTT RLY STATION",8,344
"107","107(B)2","MIRZAMURAD
BAZAR","MODHAILA",2,66
"108","107(B)2","MOHANSARAI","CANTT RLY STATION",3,81
"109","107(B)2","MOHANSARAI","SIGRA",1,33
"110","107(B)2","RAJATALAB","BOULIA",2,54
"111","107(B)2","RAJATALAB","CANTT RLY STATION",7,231
"112","107(B)2","RAJATALAB","CHANDPUR
CHAURAHA",2,54
"113","107(B)2","RAJATALAB","SIGRA",1,33
"114","107(B)2","RAKHAUNA","CANTT RLY STATION",1,38
"115","107(B)2","RATHYATRA","DURGA KUND",1,12
"116","107(B)2","RAVIDAS GATE","CANTT RLY STATION",1,22
"117","107(B)2","ROHANIA","CANTT RLY STATION",6,132
"118","107(B)2","ROHANIA","MOHANSARAI",1,17
"119","107(B)2","SADHU KI KUTIYA","BOULIA",2,66
"120","107(B)2","SADHU KI KUTIYA","CANTT RLY STATION",2,76
"121","107(B)2","SADHU KI KUTIYA","LAHARTARA",1,38
"122","107(B)2","SAHABABAD","CANTT RLY STATION",1,27
"123","107(B)2","SIGRA","BHELUPUR",1,12
"124","107(B)2","SIGRA","DURGA KUND",1,17
"125","107(B)2","SIGRA","LANKA",2,34
"126","109(A)","BHULLANPUR","CANTT RLY STATION",2,44
"127","109(A)","BOULIA","BHULLANPUR",1,17
"128","109(A)","BOULIA","JAGATPUR",1,22
"129","109(A)","BOULIA","MIRZAMURAD
BAZAR",3,114
"130","109(A)","BOULIA","MOHANSARAI",1,27
"131","109(A)","BOULIA","RAJATALAB",1,27
"132","109(A)","BOULIA","ROHANIA",1,17
"133","109(A)","CANTT RLY STATION","BHULLANPUR",4,88
"134","109(A)","CANTT RLY STATION","CHANDPUR
CHAURAHA",3,51
"135","109(A)","CANTT RLY STATION","JAGATPUR",6,132
"136","109(A)","CANTT RLY STATION","KIT",3,114
"137","109(A)","CANTT RLY STATION","MIRZAMURAD BAZAR",1,43
"138","109(A)","CANTT RLY STATION","MIRZAMURAD
BAZAR",8,344
"139","109(A)","CANTT RLY STATION","MODHAILA",7,119
"140","109(A)","CANTT RLY STATION","MOHANSARAI",14,378
"141","109(A)","CANTT RLY STATION","RAJATALAB",13,429
"142","109(A)","CANTT RLY STATION","RAKHAUNA",1,38
"143","109(A)","CANTT RLY STATION","ROHANIA",15,330
"144","109(A)","CANTT RLY STATION","SADHU KI KUTIYA",8,304
"145","109(A)","CANTT RLY STATION","SAHABABAD",3,81
"146","109(A)","CHANDPUR
CHAURAHA","CANTT RLY STATION",3,51
"147","109(A)","CHANDPUR
CHAURAHA","MIRZAMURAD
BAZAR",1,38
"148","109(A)","CHANDPUR
CHAURAHA","RAJATALAB",4,108
"149","109(A)","CHANDPUR
CHAURAHA","ROHANIA",1,12
"150","109(A)","CHANDPUR
CHAURAHA","SADHU KI KUTIYA",1,33
"151","109(A)","CITY RAILWAY
STATION","CANTT RLY STATION",5,60
"152","109(A)","CITY RAILWAY
STATION","CHANDPUR
CHAURAHA",2,44
"153","109(A)","CITY RAILWAY
STATION","MODHAILA",4,88
"154","109(A)","GOLGADDA","BOULIA",1,17
"155","109(A)","KIT","CANTT RLY STATION",2,76
"156","109(A)","KIT","CHANDPUR
CHAURAHA",2,66
"157","109(A)","LAHARTARA","MIRZAMURAD
BAZAR",8,304
"158","109(A)","LAHARTARA","MOHANSARAI",2,54
"159","109(A)","LAHARTARA","RAJATALAB",2,66
"160","109(A)","LAHARTARA","RAKHAUNA",1,33
"161","109(A)","MIRZAMURAD BAZAR","BOULIA",1,38
"162","109(A)","MIRZAMURAD BAZAR","CANTT RLY STATION",2,86
"163","109(A)","MIRZAMURAD BAZAR","LAHARTARA",1,38
"164","109(A)","MIRZAMURAD
BAZAR","CANTT RLY STATION",4,172
"165","109(A)","MODHAILA","CANTT RLY STATION",2,34
"166","109(A)","MODHAILA","MOHANSARAI",2,44
"167","109(A)","MOHANSARAI","CANTT RLY STATION",3,81
"168","109(A)","MOHANSARAI","MODHAILA",1,22
"169","109(A)","RAJATALAB","CANTT RLY STATION",13,429
"170","109(A)","RAJGHAT","CANTT RLY STATION",5,85
"171","109(A)","ROHANIA","CANTT RLY STATION",5,110
"172","109(A)","ROHANIA","MIRZAMURAD BAZAR",4,132
"173","109(A)","ROHANIA","MIRZAMURAD
BAZAR",1,33
"174","109(A)","ROHANIA","RAJATALAB",1,22
"175","109(A)","ROHANIA","SAHABABAD",1,17
"176","109(A)","SADHU KI KUTIYA","LAHARTARA",1,38
"177","109(A)","SAHABABAD","CANTT RLY STATION",1,27
"178","109(A)","SAHABABAD","LAHARTARA",2,44
"179","109(B)","BHADAU CHOURAHA","CANTT RLY STATION",2,34
"180","109(B)","BHADAU CHOURAHA","LANKA",2,66
"181","109(B)","BHELUPUR","CANTT RLY STATION",5,85
"182","109(B)","CANTT RLY STATION","BHIKARIPUR
CROSSING",1,17
"183","109(B)","CANTT RLY STATION","DLW",1,17
"184","109(B)","CANTT RLY STATION","LANKA",10,220
"185","109(B)","CANTT RLY STATION","MANDUADIH",2,34
"186","109(B)","CANTT RLY STATION","SUNDERPUR",1,22
"187","109(B)","CITY RAILWAY
STATION","BHIKARIPUR
CROSSING",1,22
"188","109(B)","CITY RAILWAY
STATION","CANTT RLY STATION",1,12
"189","109(B)","DURGA KUND","CANTT RLY STATION",3,51
"190","109(B)","GOLGADDA","MANDUADIH",1,22
"191","109(B)","KAZZAKPURA","CANTT RLY STATION",2,34
"192","109(B)","LANKA","CANTT RLY STATION",87,1914
"193","109(B)","LANKA","CHAUKAGHAT",5,110
"194","109(B)","LANKA","CITY RAILWAY
STATION",7,154
"195","109(B)","LANKA","RAJGHAT",5,135
"196","109(B)","LANKA","RATHYATRA",2,34
"197","109(B)","LANKA","SIGRA",15,255
"198","109(B)","MANDUADIH","LANKA",1,17
"199","109(B)","NARIA","CANTT RLY STATION",2,44
"200","109(B)","RAVIDAS GATE","CANTT RLY STATION",5,110
"201","109(B)","RAVIDAS GATE","SIGRA",1,17
"202","109(B)","RAVINDERPURI","CANTT RLY STATION",4,68
"203","109(B)","RAVINDERPURI","SIGRA",1,12
"204","111(A)","BHULLANPUR","CANTT RLY STATION",5,110
"205","111(A)","BHULLANPUR","MIRZAMURAD BAZAR",2,66
"206","111(A)","BHULLANPUR","MOHANSARAI",1,22
"207","111(A)","BOULIA","KIT",1,38
"208","111(A)","BOULIA","RAJATALAB",2,54
"209","111(A)","BOULIA","ROHANIA",1,17
"210","111(A)","CANTT RLY STATION","CHANDPUR
CHAURAHA",5,85
"211","111(A)","CANTT RLY STATION","DURGA KUND",10,170
"212","111(A)","CANTT RLY STATION","JAGATPUR",2,44
"213","111(A)","CANTT RLY STATION","KIT",2,76
"214","111(A)","CANTT RLY STATION","LANKA",23,506
"215","111(A)","CANTT RLY STATION","MIRZAMURAD E
STATION",8,344
"216","111(A)","CANTT RLY STATION","MODHAILA",3,51
"217","111(A)","CANTT RLY STATION","MOHANSARAI",10,270
"218","111(A)","CANTT RLY STATION","RAJATALAB",13,429
"219","111(A)","CANTT RLY STATION","RAKHAUNA",1,38
"220","111(A)","CANTT RLY STATION","ROHANIA",4,88
"221","111(A)","CANTT RLY STATION","SADHU KI KUTIYA",4,152
"222","111(A)","CANTT RLY
STATION","CHANDPUR
CHAURAHA",1,17
"223","111(A)","CANTT RLY
STATION","DURGA KUND",1,17
"224","111(A)","CANTT RLY
STATION","JAGATPUR",11,242
"225","111(A)","CANTT RLY
STATION","KIT",3,114
"226","111(A)","CANTT RLY
STATION","LANKA",10,220
"227","111(A)","CANTT RLY
STATION","MIRZAMURAD
BAZAR",5,215
"228","111(A)","CANTT RLY
STATION","MODHAILA",4,68
"229","111(A)","CANTT RLY
STATION","MOHANSARAI",12,324
"230","111(A)","CANTT RLY
STATION","RAJATALAB",4,132
"231","111(A)","CHANDPUR
CHAURAHA","MIRZAMURAD E
STATION",2,76
"232","111(A)","CHANDPUR
CHAURAHA","MIRZAMURAD
BAZAR",1,38
"233","111(A)","CHANDPUR
CHAURAHA","RAJATALAB",5,135
"234","111(A)","DURGA KUND","LANKA",2,24
"235","111(A)","JAGATPUR","CANTT RLY STATION",6,132
"236","111(A)","JAGATPUR","CHANDPUR
CHAURAHA",1,17
"237","111(A)","KIT","CANTT RLY STATION",1,38
"238","111(A)","LAHARTARA","CANTT RLY STATION",1,12
"239","111(A)","LAHARTARA","CHANDPUR
CHAURAHA",2,24
"240","111(A)","LAHARTARA","MIRZAMURAD
BAZAR",1,38
"241","111(A)","LANKA","CANTT RLY STATION",1,22
"242","111(A)","MIRZAMURAD BAZAR","CANTT RLY STATION",2,86
"243","111(A)","MIRZAMURAD BAZAR","LANKA",2,96
"244","111(A)","MIRZAMURAD BAZAR","MODHAILA",2,66
"245","111(A)","MIRZAMURAD BAZAR","RAVINDERPURI",1,43
"246","111(A)","MIRZAMURAD E
STATION","CANTT RLY STATION",2,86
"247","111(A)","MIRZAMURAD
BAZAR","CANTT RLY STATION",1,43
"248","111(A)","MIRZAMURAD
BAZAR","LAHARTARA",3,114
"249","111(A)","MIRZAMURAD
BAZAR","RAVINDERPURI",2,86
"250","111(A)","MIRZAMURAD
BAZAR","ROHANIA",1,33
"251","111(A)","MODHAILA","CANTT RLY
STATION",1,17
"252","111(A)","MODHAILA","MIRZAMURAD
BAZAR",1,33
"253","111(A)","MOHANSARAI","BOULIA",1,27
"254","111(A)","MOHANSARAI","CANTT RLY STATION",7,189
"255","111(A)","MOHANSARAI","CHANDPUR
CHAURAHA",1,22
"256","111(A)","MOHANSARAI","MODHAILA",1,22
"257","111(A)","RAJATALAB","BOULIA",1,27
"258","111(A)","RAJATALAB","CANTT RLY STATION",3,99
"259","111(A)","RAJATALAB","CANTT RLY
STATION",1,33
"260","111(A)","RAJATALAB","SAHABABAD",1,17
"261","111(A)","RAKHAUNA","CANTT RLY STATION",1,38
"262","111(A)","RATHYATRA","LANKA",3,51
"263","111(A)","RAVIDAS GATE","CANTT RLY STATION",1,22
"264","111(A)","ROHANIA","CANTT RLY STATION",13,286
"265","111(A)","ROHANIA","CANTT RLY
STATION",2,44
"266","111(A)","ROHANIA","RAJATALAB",1,22
"267","111(A)","SADHU KI KUTIYA","CANTT RLY STATION",5,190
"268","111(A)","SADHU KI KUTIYA","SIGRA",1,38
"269","111(A)","SAHABABAD","CANTT RLY STATION",3,81
"270","111(A)","SAHABABAD","CANTT RLY
STATION",1,27
"271","111(A)","SAHABABAD","LAHARTARA",1,22
"272","111(A)","SIGRA","LANKA",4,68
"273","111(B)","BHELUPUR","CANTT RLY STATION",2,34
"274","111(B)","BHELUPUR","SIGRA",1,12
"275","111(B)","BHELUPUR","VIDYAPEETH",1,17
"276","111(B)","CANTT RLY STATION","CHETGANJ",1,17
"277","111(B)","CANTT RLY STATION","DURGA KUND",8,136
"278","111(B)","CANTT RLY STATION","GIRJAGHAR
CHAURAHA",16,272
"279","111(B)","CANTT RLY STATION","LAHURABIR",2,34
"280","111(B)","CANTT RLY STATION","LANKA",49,1078
"281","111(B)","CANTT RLY STATION","RATHYATRA",2,24
"282","111(B)","CANTT RLY STATION","RAVINDERPURI",2,34
"283","111(B)","CANTT RLY
STATION","DURGA KUND",7,119
"284","111(B)","CANTT RLY
STATION","GIRJAGHAR
CHAURAHA",12,204
"285","111(B)","CANTT RLY
STATION","LANKA",14,308
"286","111(B)","CANTT RLY
STATION","RATHYATRA",3,36
"287","111(B)","CHETGANJ","CANTT RLY STATION",3,36
"288","111(B)","CHETGANJ","CHAUKAGHAT",2,24
"289","111(B)","DURGA KUND","CANTT RLY STATION",6,102
"290","111(B)","DURGA KUND","CANTT RLY
STATION",5,85
"291","111(B)","DURGA KUND","RATHYATRA",1,12
"292","111(B)","GIRJAGHAR
CHAURAHA","CANTT RLY STATION",170,2890
"293","111(B)","GIRJAGHAR
CHAURAHA","CANTT RLY
STATION",72,1224
"294","111(B)","GIRJAGHAR
CHAURAHA","CHAUKAGHAT",51,612
"295","111(B)","GIRJAGHAR
CHAURAHA","TALIYABHAG",1,12
"296","111(B)","LAHURABIR","CANTT RLY STATION",1,12
"297","111(B)","LANKA","BHELUPUR",1,17
"298","111(B)","LANKA","CANTT RLY STATION",72,1584
"299","111(B)","LANKA","CANTT RLY
STATION",15,330
"300","111(B)","LANKA","RATHYATRA",3,51
"301","111(B)","LANKA","SIGRA",15,255
"302","111(B)","RATHYATRA","LANKA",1,17
"303","111(B)","RAVINDERPURI","CANTT RLY STATION",5,85
"304","111(B)","RAVINDERPURI","CANTT RLY
STATION",4,68
"305","111(B)","RAVINDERPURI","SIGRA",5,60
"306","111(B)","SIGRA","LANKA",1,17
"307","111(B)","SIGRA","RAVINDERPURI",1,12
"308","111(B)","TALIYABHAG","CANTT RLY STATION",1,12
"309","111(B)","VIDYAPEETH","GIRJAGHAR
CHAURAHA",3,36
"310","111(B)","VIDYAPEETH","LANKA",1,22
"311","E101","AGRASEN MOD","CANTT RLY STATION",1,22
"312","E101","AGRASEN MOD","LBS AIRPORT",4,132
"313","E101","AGRASEN MOD","MODHAILA",1,33
"314","E101","AIRPORT ROAD","CANTT RLY STATION",12,456
"315","E101","AIRPORT ROAD","GILAT BAZAR",1,33
"316","E101","BHOJUBEER","B.H.E.L.",1,17
"317","E101","BHOJUBEER","CANTT RLY STATION",2,34
"318","E101","BHOJUBEER","CANTT RLY
STATION",1,17
"319","E101","BHOJUBEER","HARHUA",2,44
"320","E101","BHOJUBEER","LBS AIRPORT",3,99
"321","E101","BHULLANPUR","CANTT RLY
STATION",3,66
"322","E101","BHULLANPUR","MIRZAMURAD
BAZAR",2,66
"323","E101","BHULLANPUR","RAKHAUNA",2,54
"324","E101","BOULIA","CANTT RLY
STATION",2,24
"325","E101","BOULIA","LBS AIRPORT",2,86
"326","E101","BOULIA","MIRZAMURAD
BAZAR",1,38
"327","E101","BOULIA","MOHANSARAI",1,27
"328","E101","BOULIA","ROHANIA",1,17
"329","E101","CANTT RLY STATION","BHULLANPUR",5,110
"330","E101","CANTT RLY STATION","CHANDPUR
CHAURAHA",8,136
"331","E101","CANTT RLY STATION","GILAT BAZAR",2,44
"332","E101","CANTT RLY STATION","HARHUA",1,33
"333","E101","CANTT RLY STATION","JAGATPUR",4,88
"334","E101","CANTT RLY STATION","KIT",10,380
"335","E101","CANTT RLY STATION","LBS AIRPORT",23,874
"336","E101","CANTT RLY STATION","MIRZAMURAD
BAZAR",5,215
"337","E101","CANTT RLY STATION","MODHAILA",1,17
"338","E101","CANTT RLY STATION","MOHANSARAI",9,243
"339","E101","CANTT RLY STATION","RAJATALAB",23,759
"340","E101","CANTT RLY STATION","ROHANIA",9,198
"341","E101","CANTT RLY STATION","RTO",1,33
"342","E101","CANTT RLY STATION","SADHU KI KUTIYA",2,76
"343","E101","CANTT RLY STATION","SAHABABAD",1,27
"344","E101","CANTT RLY STATION","SANMUKH
HOSPITAL",1,38
"345","E101","CANTT RLY STATION","SATOMAHUA",1,33
"346","E101","CANTT RLY STATION","VYASBAGH",2,54
"347","E101","CANTT RLY
STATION","BHOJUBEER",1,17
"348","E101","CANTT RLY
STATION","BHULLANPUR",2,44
"349","E101","CANTT RLY
STATION","BOULIA",1,12
"350","E101","CANTT RLY
STATION","CHANDPUR
CHAURAHA",6,102
"351","E101","CANTT RLY
STATION","GILAT BAZAR",1,22
"352","E101","CANTT RLY
STATION","JAGATPUR",1,22
"353","E101","CANTT RLY
STATION","LBS AIRPORT",22,836
"354","E101","CANTT RLY
STATION","MIRZAMURAD
BAZAR",1,43
"355","E101","CANTT RLY
STATION","MODHAILA",4,68
"356","E101","CANTT RLY
STATION","MOHANSARAI",5,135
"357","E101","CANTT RLY
STATION","RAJATALAB",4,132
"358","E101","CANTT RLY
STATION","ROHANIA",7,154
"359","E101","CANTT RLY
STATION","SADHU KI KUTIYA",2,76
"360","E101","CANTT RLY
STATION","TARNA",2,44
"361","E101","CANTT RLY
STATION","VYASBAGH",4,108
"362","E101","CHANDPUR
CHAURAHA","CANTT RLY
STATION",1,17
"363","E101","CHANDPUR
CHAURAHA","MOHANSARAI",1,22
"364","E101","CHANDPUR
CHAURAHA","RAJATALAB",1,27
"365","E101","CIRCUIT HOUSE","CHANDPUR
CHAURAHA",1,22
"366","E101","GILAT BAZAR","CANTT RLY STATION",1,22
"367","E101","GILAT BAZAR","LBS AIRPORT",2,66
"368","E101","HARHUA","CANTT RLY STATION",1,33
"369","E101","HARHUA","CANTT RLY
STATION",3,99
"370","E101","HARHUA","KACHAHARI",1,27
"371","E101","HARHUA","LBS AIRPORT",3,66
"372","E101","HARHUA","NADESAR",1,27
"373","E101","JAGATPUR","CANTT RLY STATION",4,88
"374","E101","JAGATPUR","RAJATALAB",1,22
"375","E101","KAAZI SARAI","ROHANIA",1,38
"376","E101","KACHAHARI","CANTT RLY STATION",1,17
"377","E101","KACHAHARI","MIRZAMURAD
BAZAR",1,43
"378","E101","KACHAHARI","RTO",2,66
"379","E101","KIT","CANTT RLY STATION",2,76
"380","E101","KIT","CANTT RLY
STATION",3,114
"381","E101","KIT","CHANDPUR
CHAURAHA",1,33
"382","E101","LAHARTARA","MIRZAMURAD
BAZAR",1,38
"383","E101","LAHARTARA","MOHANSARAI",1,27
"384","E101","LAHARTARA","RAJATALAB",1,33
"385","E101","LBS AIRPORT","AGRASEN MOD",1,33
"386","E101","LBS AIRPORT","BHOJUBEER",5,165
"387","E101","LBS AIRPORT","CANTT RLY STATION",42,1596
"388","E101","LBS AIRPORT","CANTT RLY
STATION",42,1596
"389","E101","LBS AIRPORT","CHANDPUR
CHAURAHA",2,86
"390","E101","LBS AIRPORT","HARHUA",1,22
"391","E101","LBS AIRPORT","KACHAHARI",2,76
"392","E101","LBS AIRPORT","LAHARTARA",1,43
"393","E101","LBS AIRPORT","MOHANSARAI",4,216
"394","E101","LBS AIRPORT","RAJATALAB",1,54
"395","E101","LBS AIRPORT","VYASBAGH",1,27
"396","E101","MIRZAMURAD
BAZAR","CANTT RLY
STATION",3,129
"397","E101","MIRZAMURAD
BAZAR","JAGATPUR",1,33
"398","E101","MIRZAMURAD
BAZAR","MODHAILA",2,66
"399","E101","MODHAILA","MIRZAMURAD
BAZAR",1,33
"400","E101","MODHAILA","RAJATALAB",1,27
"401","E101","MOHANSARAI","CANTT RLY STATION",10,270
"402","E101","MOHANSARAI","CANTT RLY
STATION",34,918
"403","E101","MOHANSARAI","CHANDPUR
CHAURAHA",8,176
"404","E101","MOHANSARAI","ROHANIA",1,17
"405","E101","MOHANSARAI","RTO",1,48
"406","E101","NADESAR","GILAT BAZAR",5,85
"407","E101","NADESAR","LBS AIRPORT",1,38
"408","E101","RAJATALAB","CANTT RLY STATION",7,231
"409","E101","RAJATALAB","CANTT RLY
STATION",18,594
"410","E101","RAJATALAB","LBS AIRPORT",1,54
"411","E101","RAJATALAB","ROHANIA",5,110
"412","E101","RAKHAUNA","MODHAILA",1,27
"413","E101","ROHANIA","BHOJUBEER",1,27
"414","E101","ROHANIA","CANTT RLY STATION",5,110
"415","E101","ROHANIA","CANTT RLY
STATION",9,198
"416","E101","ROHANIA","LBS AIRPORT",1,48
"417","E101","ROHANIA","MOHANSARAI",1,17
"418","E101","ROHANIA","RAJATALAB",3,66
"419","E101","RTO","CANTT RLY STATION",1,33
"420","E101","RTO","MOHANSARAI",1,48
"421","E101","SADHU KI KUTIYA","BOULIA",1,33
"422","E101","SADHU KI KUTIYA","CANTT RLY STATION",5,190
"423","E101","SADHU KI KUTIYA","CANTT RLY
STATION",1,38
"424","E101","SADHU KI KUTIYA","CHANDPUR
CHAURAHA",1,33
"425","E101","SADHU KI KUTIYA","ROHANIA",2,54
"426","E101","SAHABABAD","CANTT RLY
STATION",1,27
"427","E101","SAHABABAD","LAHARTARA",1,22
"428","E101","SANMUKH
HOSPITAL","CANTT RLY STATION",1,38
"429","E101","SATOMAHUA","CANTT RLY STATION",2,66
"430","E101","SATOMAHUA","CANTT RLY
STATION",4,132
"431","E101","SATOMAHUA","LBS AIRPORT",2,34
"432","E101","TARNA","CANTT RLY STATION",2,44
"433","E101","TARNA","LBS AIRPORT",5,135
"434","E101","TARNA","SATOMAHUA",1,22
"435","E101","VYASBAGH","BHOJUBEER",1,17
"436","E101","VYASBAGH","LBS AIRPORT",2,54
"437","E102","AGRASEN MOD","BABATPUR CHAURAHA",4,132
"438","E102","AGRASEN MOD","BABATPUR
CHAURAHA",2,66
"439","E102","AGRASEN MOD","CANTT RLY STATION",3,66
"440","E102","AGRASEN MOD","CANTT RLY
STATION",1,22
"441","E102","AGRASEN MOD","MIRZAMURAD BAZAR",3,144
"442","E102","AGRASEN MOD","SADHU KI KUTIYA",1,43
"443","E102","AIRPORT ROAD","BHOJUBEER",2,66
"444","E102","AIRPORT ROAD","BOULIA",2,76
"445","E102","AIRPORT ROAD","CANTT RLY STATION",3,114
"446","E102","AIRPORT ROAD","CANTT RLY
STATION",7,266
"447","E102","AIRPORT ROAD","CHANDPUR
CHAURAHA",1,43
"448","E102","AIRPORT ROAD","NADESAR",1,33
"449","E102","B.H.E.L.","BABATPUR
CHAURAHA",7,189
"450","E102","B.H.E.L.","CANTT RLY STATION",2,44
"451","E102","B.H.E.L.","CANTT RLY
STATION",3,66
"452","E102","B.H.E.L.","GILAT BAZAR",2,34
"453","E102","B.H.E.L.","HARHUA",2,34
"454","E102","B.H.E.L.","ROHANIA",1,33
"455","E102","BABATPUR CHAURAHA","BHOJUBEER",9,297
"456","E102","BABATPUR CHAURAHA","BHULLANPUR",4,172
"457","E102","BABATPUR CHAURAHA","CANTT RLY STATION",29,1102
"458","E102","BABATPUR CHAURAHA","MIRZAMURAD BAZAR",1,59
