"","R.N","FROM","TO","prs","revenue"
"41","107","PANDEYPUR","LANKA",4,108
"42","107","PANDEYPUR","SARNATH MUSEAM",1,17
"43","107","POLICE LINE","CANTT RLY STATION",2,24
"44","107","POLICE LINE","HAVELIYA CHAURAHA",1,17
"45","107","PURANA RTO","DURGA KUND",1,27
"46","107","PURANA RTO","LANKA",2,66
"47","107","RATHYATRA","DURGA KUND",1,12
"48","107","RATHYATRA","LANKA",1,17
"49","107","RAVINDERPURI","ASAPUR",1,27
"50","107","RAVINDERPURI","CANTT RLY STATION",2,34
"51","107","RAVINDERPURI","PANDEYPUR",1,22
"52","107","SARNATH MUSEAM","BHELUPUR",13,351
"53","107","SARNATH MUSEAM","CANTT RLY STATION",17,374
"54","107","SARNATH MUSEAM","DURGA KUND",1,33
"55","107","SARNATH MUSEAM","LANKA",17,561
"56","107","SARNATH MUSEAM","PAHARIYA",1,17
"57","107","SARNATH MUSEAM","PANDEYPUR",2,34
"58","107","SARNATH MUSEAM","RATHYATRA",2,54
"59","107","SIGRA","CANTT RLY STATION",1,12
"60","107","SIGRA","LANKA",2,34
"61","107(B)2","BHELUPUR","CANTT RLY STATION",2,34
"62","107(B)2","BOULIA","MIRZAMURAD BAZAR",9,342
"63","107(B)2","BOULIA","MOHANSARAI",4,108
"64","107(B)2","BOULIA","RAJATALAB",2,54
"65","107(B)2","CANTT RLY STATION","BHELUPUR",1,17
"66","107(B)2","CANTT RLY STATION","BOULIA",3,36
"67","107(B)2","CANTT RLY STATION","DURGA KUND",4,68
"68","107(B)2","CANTT RLY STATION","JAGATPUR",7,154
"69","107(B)2","CANTT RLY STATION","KIT",5,190
"70","107(B)2","CANTT RLY STATION","LANKA",20,440
"71","107(B)2","CANTT RLY STATION","MIRZAMURAD BAZAR",9,387
"72","107(B)2","CANTT RLY STATION","MOHANSARAI",4,108
"73","107(B)2","CANTT RLY STATION","RAJATALAB",7,231
"74","107(B)2","CANTT RLY STATION","ROHANIA",4,88
"75","107(B)2","CANTT RLY
STATION","BHELUPUR",1,17
"76","107(B)2","CANTT RLY
STATION","BHULLANPUR",1,22
"77","107(B)2","CANTT RLY
STATION","CHANDPUR
CHAURAHA",1,17
"78","107(B)2","CANTT RLY
STATION","DURGA KUND",6,102
"79","107(B)2","CANTT RLY
STATION","JAGATPUR",6,132
"80","107(B)2","CANTT RLY
STATION","KIT",4,152
"81","107(B)2","CANTT RLY
STATION","LANKA",17,374
"82","107(B)2","CANTT RLY
STATION","MIRZAMURAD BAZAR",6,258
"83","107(B)2","CANTT RLY
STATION","MODHAILA",2,34
"84","107(B)2","CANTT RLY
STATION","MOHANSARAI",5,135
"85","107(B)2","CANTT RLY
STATION","RAJATALAB",9,297
"86","107(B)2","CANTT RLY
STATION","RAVIDAS GATE",2,44
"87","107(B)2","CANTT RLY
STATION","ROHANIA",2,44
"88","107(B)2","CANTT RLY
STATION","SADHU KI KUTIYA",1,38
"89","107(B)2","CHANDPUR
CHAURAHA","ROHANIA",2,24
"90","107(B)2","CHANDPUR
CHAURAHA","SAHABABAD",2,44
"91","107(B)2","DURGA KUND","CANTT RLY STATION",3,51
"92","107(B)2","DURGA KUND","CANTT RLY
STATION",3,51
"93","107(B)2","JAGATPUR","CANTT RLY STATION",1,22
"94","107(B)2","JAGATPUR","CHANDPUR
CHAURAHA",2,34
"95","107(B)2","JAGATPUR","SADHU KI KUTIYA",1,27
"96","107(B)2","KIT","CHANDPUR
CHAURAHA",1,33
"97","107(B)2","LANKA","BHELUPUR",1,17
"98","107(B)2","LANKA","CANTT RLY STATION",64,1408
"99","107(B)2","LANKA","CANTT RLY
STATION",49,1078
"100","107(B)2","LANKA","CHANDPUR
CHAURAHA",2,54
"101","107(B)2","LANKA","MIRZAMURAD BAZAR",1,48
"102","107(B)2","LANKA","RATHYATRA",3,51
"103","107(B)2","LANKA","SIGRA",9,153
"104","107(B)2","MODHAILA","MIRZAMURAD BAZAR",1,33
"105","107(B)2","MODHAILA","MIRZAMURAD
BAZAR",1,33
"106","107(B)2","MODHAILA","SAHABABAD",1,17
"107","107(B)2","MOHANSARAI","CANTT RLY STATION",6,162
"108","107(B)2","MOHANSARAI","MIRZAMURAD
BAZAR",1,27
"109","107(B)2","RAJATALAB","BHULLANPUR",1,22
"110","107(B)2","RAJATALAB","CANTT RLY STATION",1,33
"111","107(B)2","RATHYATRA","VIDYAPEETH",1,12
"112","107(B)2","RAVINDERPURI","CANTT RLY STATION",1,17
"113","107(B)2","RAVINDERPURI","SIGRA",2,24
"114","107(B)2","ROHANIA","CANTT RLY STATION",1,22
"115","107(B)2","ROHANIA","RAJATALAB",1,22
"116","107(B)2","SAHABABAD","CANTT RLY STATION",1,27
"117","107(B)2","SIGRA","LANKA",1,17
"118","109(A)","BHULLANPUR","CANTT RLY STATION",1,22
"119","109(A)","BHULLANPUR","CITY RAILWAY
STATION",2,44
"120","109(A)","BHULLANPUR","LAHARTARA",1,17
"121","109(A)","BOULIA","MIRZAMURAD BAZAR",1,38
"122","109(A)","BOULIA","MOHANSARAI",2,54
"123","109(A)","BOULIA","RAJATALAB",1,27
"124","109(A)","BOULIA","ROHANIA",2,34
"125","109(A)","CANTT RLY STATION","CHANDPUR
CHAURAHA",7,119
"126","109(A)","CANTT RLY STATION","JAGATPUR",2,44
"127","109(A)","CANTT RLY STATION","MIRZAMURAD BAZAR",5,215
"128","109(A)","CANTT RLY STATION","MIRZAMURAD
BAZAR",4,172
"129","109(A)","CANTT RLY STATION","MODHAILA",2,34
"130","109(A)","CANTT RLY STATION","MOHANSARAI",11,297
"131","109(A)","CANTT RLY STATION","RAJATALAB",13,429
"132","109(A)","CANTT RLY STATION","ROHANIA",14,308
"133","109(A)","CANTT RLY STATION","SAHABABAD",2,54
"134","109(A)","CANTT RLY
STATION","JAGATPUR",5,110
"135","109(A)","CANTT RLY
STATION","MIRZAMURAD
BAZAR",6,258
"136","109(A)","CANTT RLY
STATION","MODHAILA",1,17
"137","109(A)","CANTT RLY
STATION","MOHANSARAI",9,243
"138","109(A)","CANTT RLY
STATION","RAJATALAB",12,396
"139","109(A)","CHANDPUR
CHAURAHA","CANTT RLY STATION",2,34
"140","109(A)","CHANDPUR
CHAURAHA","GOLGADDA",3,66
"141","109(A)","CHANDPUR
CHAURAHA","MIRZAMURAD BAZAR",1,38
"142","109(A)","CHANDPUR
CHAURAHA","SAHABABAD",1,22
"143","109(A)","GOLGADDA","BHULLANPUR",2,44
"144","109(A)","GOLGADDA","CANTT RLY STATION",1,12
"145","109(A)","GOLGADDA","CANTT RLY
STATION",1,12
"146","109(A)","JAGATPUR","CANTT RLY
STATION",1,22
"147","109(A)","KIT","CANTT RLY STATION",1,38
"148","109(A)","LAHARTARA","MIRZAMURAD BAZAR",4,152
"149","109(A)","MIRZAMURAD BAZAR","BHADAU CHOURAHA",1,43
"150","109(A)","MIRZAMURAD
BAZAR","BHADAU
CHOURAHA",2,86
"151","109(A)","MIRZAMURAD
BAZAR","CANTT RLY STATION",1,43
"152","109(A)","MIRZAMURAD
BAZAR","CHAUKAGHAT",1,43
"153","109(A)","MIRZAMURAD
BAZAR","CITY RAILWAY
STATION",3,129
"154","109(A)","MODHAILA","CANTT RLY
STATION",1,17
"155","109(A)","MODHAILA","MIRZAMURAD
BAZAR",2,66
"156","109(A)","MOHANSARAI","CHANDPUR
CHAURAHA",1,22
"157","109(A)","MOHANSARAI","MIRZAMURAD BAZAR",1,27
"158","109(A)","MOHANSARAI","RAJGHAT",1,38
"159","109(A)","RAJATALAB","BOULIA",1,27
"160","109(A)","RAJATALAB","CANTT RLY STATION",4,132
"161","109(A)","RAJATALAB","CHANDPUR
CHAURAHA",2,54
"162","109(A)","RAJATALAB","CITY RAILWAY
STATION",5,165
"163","109(A)","RAJATALAB","JAGATPUR",1,22
"164","109(A)","RAJATALAB","ROHANIA",2,44
"165","109(A)","RAJGHAT","CANTT RLY STATION",5,85
"166","109(A)","RAJGHAT","RAJATALAB",2,76
"167","109(A)","ROHANIA","CANTT RLY STATION",1,22
"168","109(A)","ROHANIA","MIRZAMURAD BAZAR",1,33
"169","109(A)","SADHU KI KUTIYA","CANTT RLY STATION",2,76
"170","109(A)","SAHABABAD","CANTT RLY STATION",2,54
"171","109(A)","SAHABABAD","LAHARTARA",1,22
"172","109(B)","BHELUPUR","CANTT RLY STATION",2,34
"173","109(B)","BHELUPUR","CANTT RLY
STATION",2,34
"174","109(B)","BHELUPUR","CITY RAILWAY
STATION",1,17
"175","109(B)","BHELUPUR","RAJGHAT",3,66
"176","109(B)","BHIKARIPUR
CROSSING","CANTT RLY STATION",3,81
"177","109(B)","CANTT RLY STATION","BHIKARIPUR
CROSSING",1,17
"178","109(B)","CANTT RLY STATION","LANKA",8,176
"179","109(B)","CANTT RLY STATION","NARIA",1,22
"180","109(B)","CANTT RLY
STATION","BHIKARIPUR
CROSSING",2,34
"181","109(B)","CANTT RLY
STATION","LANKA",7,154
"182","109(B)","CHAUKAGHAT","LANKA",1,27
"183","109(B)","DURGA KUND","CANTT RLY STATION",1,17
"184","109(B)","DURGA KUND","GOLGADDA",7,154
"185","109(B)","DURGA KUND","RAJGHAT",2,54
"186","109(B)","KAZZAKPURA","DLW",1,22
"187","109(B)","LANKA","CANTT RLY STATION",56,1232
"188","109(B)","LANKA","CHAUKAGHAT",4,88
"189","109(B)","LANKA","CITY RAILWAY
STATION",43,946
"190","109(B)","LANKA","KAZZAKPURA",1,27
"191","109(B)","LANKA","RAJGHAT",17,459
"192","109(B)","LANKA","RATHYATRA",5,85
"193","109(B)","LANKA","SIGRA",8,136
"194","109(B)","LANKA","VIDYAPEETH",1,22
"195","109(B)","MANDUADIH","LANKA",1,17
"196","109(B)","RAJGHAT","BHIKARIPUR
CROSSING",5,135
"197","109(B)","RAJGHAT","CANTT RLY STATION",3,66
"198","109(B)","RAJGHAT","DURGA KUND",1,33
"199","109(B)","RAJGHAT","LAHARTARA",1,22
"200","109(B)","RATHYATRA","RAJGHAT",2,44
"201","109(B)","RAVINDERPURI","CHAUKAGHAT",3,51
"202","109(B)","RAVINDERPURI","VIDYAPEETH",2,34
"203","109(B)","SIGRA","CHAUKAGHAT",1,12
"204","109(B)","SUNDERPUR","RAJGHAT",1,33
"205","111(A)","BHULLANPUR","CANTT RLY STATION",1,22
"206","111(A)","BHULLANPUR","CANTT RLY
STATION",1,22
"207","111(A)","BHULLANPUR","MIRZAMURAD
BAZAR",2,66
"208","111(A)","BOULIA","CHANDPUR
CHAURAHA",1,12
"209","111(A)","BOULIA","JAGATPUR",1,22
"210","111(A)","BOULIA","KIT",1,38
"211","111(A)","BOULIA","LANKA",1,27
"212","111(A)","BOULIA","MIRZAMURAD BAZAR",1,38
"213","111(A)","BOULIA","ROHANIA",1,17
"214","111(A)","CANTT RLY STATION","BHELUPUR",3,51
"215","111(A)","CANTT RLY STATION","BHULLANPUR",5,110
"216","111(A)","CANTT RLY STATION","CHANDPUR
CHAURAHA",2,34
"217","111(A)","CANTT RLY STATION","DURGA KUND",25,425
"218","111(A)","CANTT RLY STATION","JAGATPUR",11,242
"219","111(A)","CANTT RLY STATION","KIT",6,228
"220","111(A)","CANTT RLY STATION","LANKA",67,1474
"221","111(A)","CANTT RLY STATION","MIRZAMURAD BAZAR",10,430
"222","111(A)","CANTT RLY STATION","MIRZAMURAD
BAZAR",7,301
"223","111(A)","CANTT RLY STATION","MODHAILA",3,51
"224","111(A)","CANTT RLY STATION","MOHANSARAI",18,486
"225","111(A)","CANTT RLY STATION","RAJATALAB",17,561
"226","111(A)","CANTT RLY STATION","RATHYATRA",1,12
"227","111(A)","CANTT RLY STATION","RAVIDAS GATE",1,17
"228","111(A)","CANTT RLY STATION","RAVINDERPURI",2,34
"229","111(A)","CANTT RLY STATION","ROHANIA",6,132
"230","111(A)","CANTT RLY STATION","SADHU KI KUTIYA",3,114
"231","111(A)","CANTT RLY STATION","SAHABABAD",1,27
"232","111(A)","CANTT RLY
STATION","BHELUPUR",1,17
"233","111(A)","CANTT RLY
STATION","BHULLANPUR",2,44
"234","111(A)","CANTT RLY
STATION","CHANDPUR
CHAURAHA",2,34
"235","111(A)","CANTT RLY
STATION","DURGA KUND",3,51
"236","111(A)","CANTT RLY
STATION","LANKA",13,286
"237","111(A)","CANTT RLY
STATION","MIRZAMURAD
BAZAR",4,172
"238","111(A)","CANTT RLY
STATION","MOHANSARAI",4,108
"239","111(A)","CANTT RLY
STATION","RAJATALAB",5,165
"240","111(A)","CANTT RLY
STATION","RATHYATRA",1,12
"241","111(A)","CANTT RLY
STATION","ROHANIA",8,176
"242","111(A)","CHANDPUR
CHAURAHA","MIRZAMURAD BAZAR",4,152
"243","111(A)","CHANDPUR
CHAURAHA","RAJATALAB",1,27
"244","111(A)","CHANDPUR
CHAURAHA","RAKHAUNA",1,33
"245","111(A)","JAGATPUR","CANTT RLY STATION",1,22
"246","111(A)","JAGATPUR","CANTT RLY
STATION",2,44
"247","111(A)","KIT","CANTT RLY
STATION",2,76
"248","111(A)","KIT","CHANDPUR
CHAURAHA",1,33
"249","111(A)","LAHARTARA","BHULLANPUR",1,17
"250","111(A)","LAHARTARA","JAGATPUR",1,22
"251","111(A)","LAHARTARA","LANKA",1,22
"252","111(A)","LAHARTARA","MIRZAMURAD
BAZAR",1,38
"253","111(A)","LAHARTARA","RAJATALAB",1,33
"254","111(A)","LAHARTARA","SAHABABAD",1,22
"255","111(A)","MIRZAMURAD BAZAR","LANKA",5,240
"256","111(A)","MIRZAMURAD E
STATION","CANTT RLY STATION",1,43
"257","111(A)","MIRZAMURAD
BAZAR","CANTT RLY
STATION",3,129
"258","111(A)","MIRZAMURAD
BAZAR","CHANDPUR
CHAURAHA",1,38
"259","111(A)","MIRZAMURAD
BAZAR","LANKA",3,144
"260","111(A)","MODHAILA","CANTT RLY STATION",3,51
"261","111(A)","MODHAILA","CANTT RLY
STATION",1,17
"262","111(A)","MODHAILA","MIRZAMURAD BAZAR",1,33
"263","111(A)","MODHAILA","MOHANSARAI",1,22
"264","111(A)","MOHANSARAI","CANTT RLY STATION",1,27
"265","111(A)","MOHANSARAI","CANTT RLY
STATION",1,27
"266","111(A)","MOHANSARAI","CHANDPUR
CHAURAHA",2,44
"267","111(A)","RAJATALAB","BOULIA",2,54
"268","111(A)","RAJATALAB","CANTT RLY STATION",5,165
"269","111(A)","RAJATALAB","CANTT RLY
STATION",2,66
"270","111(A)","RAJATALAB","CHANDPUR
CHAURAHA",2,54
"271","111(A)","RAJATALAB","SIGRA",1,33
"272","111(A)","RAKHAUNA","MODHAILA",1,27
"273","111(A)","RATHYATRA","LANKA",1,17
"274","111(A)","ROHANIA","CANTT RLY STATION",4,88
"275","111(A)","ROHANIA","MOHANSARAI",2,34
"276","111(A)","SAHABABAD","CANTT RLY STATION",7,189
"277","111(A)","SIGRA","DURGA KUND",1,17
"278","111(A)","SIGRA","LANKA",5,85
"279","111(B)","BHELUPUR","CANTT RLY STATION",3,51
"280","111(B)","BHELUPUR","VIDYAPEETH",1,12
"281","111(B)","CANTT RLY STATION","DURGA KUND",1,17
"282","111(B)","CANTT RLY STATION","GIRJAGHAR
CHAURAHA",12,204
"283","111(B)","CANTT RLY STATION","LAHURABIR",25,425
"284","111(B)","CANTT RLY STATION","LANKA",9,198
"285","111(B)","CANTT RLY STATION","RATHYATRA",5,60
"286","111(B)","CANTT RLY STATION","RAVIDAS GATE",1,22
"287","111(B)","CANTT RLY
STATION","BHELUPUR",2,34
"288","111(B)","CANTT RLY
STATION","DURGA KUND",4,68
"289","111(B)","CANTT RLY
STATION","GIRJAGHAR
CHAURAHA",21,357
"290","111(B)","CANTT RLY
STATION","LANKA",20,440
"291","111(B)","CANTT RLY
STATION","RATHYATRA",2,24
"292","111(B)","CHETGANJ","CANTT RLY STATION",3,36
"293","111(B)","CHETGANJ","CANTT RLY
STATION",4,48
"294","111(B)","CHETGANJ","CHAUKAGHAT",1,12
"295","111(B)","DURGA KUND","CANTT RLY STATION",8,136
"296","111(B)","DURGA KUND","CANTT RLY
STATION",10,170
"297","111(B)","DURGA KUND","SIGRA",1,17
"298","111(B)","GIRJAGHAR
CHAURAHA","CANTT RLY STATION",143,2431
"299","111(B)","GIRJAGHAR
CHAURAHA","CANTT RLY
STATION",137,2329
"300","111(B)","GIRJAGHAR
CHAURAHA","CHAUKAGHAT",29,348
"301","111(B)","GIRJAGHAR
CHAURAHA","LAHURABIR",1,12
"302","111(B)","GIRJAGHAR
CHAURAHA","TALIYABHAG",2,24
"303","111(B)","LANKA","BHELUPUR",1,17
"304","111(B)","LANKA","CANTT RLY STATION",116,2552
"305","111(B)","LANKA","CANTT RLY
STATION",101,2222
"306","111(B)","LANKA","RATHYATRA",6,102
"307","111(B)","LANKA","SIGRA",36,612
"308","111(B)","RATHYATRA","CANTT RLY
STATION",5,60
"309","111(B)","RATHYATRA","LANKA",3,51
"310","111(B)","RAVIDAS GATE","VIDYAPEETH",3,51
"311","111(B)","RAVINDERPURI","CANTT RLY
STATION",2,34
"312","111(B)","RAVINDERPURI","RATHYATRA",1,12
"313","111(B)","RAVINDERPURI","SIGRA",1,12
"314","111(B)","SIGRA","GIRJAGHAR
CHAURAHA",1,12
"315","111(B)","VIDYAPEETH","BHELUPUR",1,12
"316","E101","B.H.E.L.","LBS AIRPORT",1,27
"317","E101","BHOJUBEER","HARHUA",1,22
"318","E101","BHOJUBEER","LBS AIRPORT",5,165
"319","E101","CANTT RLY STATION","AIRPORT ROAD",2,76
"320","E101","CANTT RLY STATION","HARHUA",1,33
"321","E101","CANTT RLY STATION","LBS AIRPORT",5,190
"322","E101","CANTT RLY STATION","RTO",4,132
"323","E101","CANTT RLY STATION","TARNA",1,22
"324","E101","CANTT RLY STATION","VYASBAGH",1,27
"325","E101","CANTT RLY
STATION","HARHUA",1,33
"326","E101","CANTT RLY
STATION","KAAZI SARAI",1,33
"327","E101","CANTT RLY
STATION","LBS AIRPORT",2,76
"328","E101","CANTT RLY
STATION","VYASBAGH",1,27
"329","E101","CIRCUIT HOUSE","KAAZI SARAI",1,27
"330","E101","GILAT BAZAR","LBS AIRPORT",5,165
"331","E101","HARHUA","LBS AIRPORT",2,44
"332","E101","JAGATPUR","HARHUA",2,86
"333","E101","MIRZAMURAD BAZAR","B.H.E.L.",2,96
"334","E101","MIRZAMURAD BAZAR","CIRCUIT HOUSE",1,43
"335","E101","MIRZAMURAD
BAZAR","LBS AIRPORT",1,64
"336","E101","MOHANSARAI","CANTT RLY STATION",1,27
"337","E101","NADESAR","HARHUA",1,27
"338","E101","ROHANIA","HARHUA",2,76
"339","E101","ROHANIA","LBS AIRPORT",2,96
"340","E101","SAHABABAD","CANTT RLY STATION",1,27
"341","E102","AGRASEN MOD","BABATPUR CHAURAHA",1,33
"342","E102","AGRASEN MOD","BABATPUR
CHAURAHA",1,33
"343","E102","AGRASEN MOD","CANTT RLY STATION",5,110
"344","E102","AGRASEN MOD","CANTT RLY
STATION",1,22
"345","E102","AGRASEN MOD","HARHUA",1,17
"346","E102","AGRASEN MOD","JAGATPUR",1,33
"347","E102","AIRPORT ROAD","AGRASEN MOD",1,27
"348","E102","AIRPORT ROAD","BHOJUBEER",1,33
"349","E102","AIRPORT ROAD","BOULIA",4,152
"350","E102","AIRPORT ROAD","CANTT RLY STATION",20,760
"351","E102","AIRPORT ROAD","CANTT RLY
STATION",2,76
"352","E102","AIRPORT ROAD","GILAT BAZAR",1,33
"353","E102","AIRPORT ROAD","HARHUA",1,22
"354","E102","AIRPORT ROAD","KACHAHARI",1,33
"355","E102","AIRPORT ROAD","MOHANSARAI",1,48
"356","E102","AIRPORT ROAD","NADESAR",2,66
"357","E102","B.H.E.L.","BABATPUR CHAURAHA",1,27
"358","E102","B.H.E.L.","BHOJUBEER",3,51
"359","E102","B.H.E.L.","CANTT RLY STATION",5,110
"360","E102","B.H.E.L.","CANTT RLY
STATION",5,110
"361","E102","B.H.E.L.","MIRZAMURAD
BAZAR",2,96
"362","E102","B.H.E.L.","RAJATALAB",3,129
"363","E102","BABATPUR CHAURAHA","AGRASEN MOD",1,33
"364","E102","BABATPUR CHAURAHA","BHULLANPUR",4,172
"365","E102","BABATPUR CHAURAHA","CANTT RLY STATION",27,1026
"366","E102","BABATPUR CHAURAHA","GILAT BAZAR",1,33
"367","E102","BABATPUR CHAURAHA","MODHAILA",1,43
"368","E102","BABATPUR CHAURAHA","RAJATALAB",2,108
"369","E102","BABATPUR CHAURAHA","TARNA",1,27
"370","E102","BABATPUR
CHAURAHA","BHOJUBEER",19,627
"371","E102","BABATPUR
CHAURAHA","BHULLANPUR",5,215
"372","E102","BABATPUR
CHAURAHA","CANTT RLY STATION",160,6080
"373","E102","BABATPUR
CHAURAHA","CANTT RLY
STATION",28,1064
"374","E102","BABATPUR
CHAURAHA","CHANDPUR
CHAURAHA",2,86
"375","E102","BABATPUR
CHAURAHA","CIRCUIT HOUSE",5,165
"376","E102","BABATPUR
CHAURAHA","GILAT BAZAR",6,198
"377","E102","BABATPUR
CHAURAHA","HARHUA",3,66
"378","E102","BABATPUR
CHAURAHA","JAGATPUR",2,96
"379","E102","BABATPUR
CHAURAHA","KACHAHARI",3,114
"380","E102","BABATPUR
CHAURAHA","LAHARTARA",4,172
"381","E102","BABATPUR
CHAURAHA","MIRZAMURAD
BAZAR",2,118
"382","E102","BABATPUR
CHAURAHA","MOHANSARAI",2,108
"383","E102","BABATPUR
CHAURAHA","RAJATALAB",4,216
"384","E102","BABATPUR
CHAURAHA","ROHANIA",1,48
"385","E102","BABATPUR
CHAURAHA","RTO",2,34
"386","E102","BABATPUR
CHAURAHA","SAHABABAD",7,336
"387","E102","BABATPUR
CHAURAHA","TARNA",7,189
"388","E102","BHOJUBEER","BABATPUR CHAURAHA",5,165
"389","E102","BHOJUBEER","BABATPUR
CHAURAHA",7,231
"390","E102","BHOJUBEER","CANTT RLY STATION",9,153
"391","E102","BHOJUBEER","CHANDPUR
CHAURAHA",1,22
"392","E102","BHOJUBEER","HARHUA",1,22
"393","E102","BHOJUBEER","KAAZI SARAI",2,44
"394","E102","BHOJUBEER","MOHANSARAI",1,33
"395","E102","BHOJUBEER","RAJATALAB",2,76
"396","E102","BHOJUBEER","ROHANIA",4,108
"397","E102","BHOJUBEER","RTO",2,54
"398","E102","BHOJUBEER","SATOMAHUA",1,27
"399","E102","BHOJUBEER","TARNA",1,17
"400","E102","BHULLANPUR","CANTT RLY STATION",9,198
"401","E102","BHULLANPUR","CANTT RLY
STATION",3,66
"402","E102","BHULLANPUR","KACHAHARI",1,22
"403","E102","BHULLANPUR","RAJATALAB",1,22
"404","E102","BOULIA","B.H.E.L.",4,108
"405","E102","BOULIA","BABATPUR
CHAURAHA",1,43
"406","E102","BOULIA","KACHAHARI",1,17
"407","E102","BOULIA","MIRZAMURAD BAZAR",1,38
"408","E102","BOULIA","MIRZAMURAD
BAZAR",1,38
"409","E102","BOULIA","RAJATALAB",1,27
"410","E102","BOULIA","ROHANIA",3,51
"411","E102","CANTT RLY STATION","AGRASEN MOD",1,22
"412","E102","CANTT RLY STATION","AIRPORT ROAD",4,152
"413","E102","CANTT RLY STATION","B.H.E.L.",3,66
"414","E102","CANTT RLY STATION","BABATPUR CHAURAHA",18,684
"415","E102","CANTT RLY STATION","BABATPUR
CHAURAHA",96,3648
"416","E102","CANTT RLY STATION","BHOJUBEER",2,34
"417","E102","CANTT RLY STATION","BHULLANPUR",6,132
"418","E102","CANTT RLY STATION","CHANDPUR
CHAURAHA",5,85
"419","E102","CANTT RLY STATION","GILAT BAZAR",2,34
"420","E102","CANTT RLY STATION","HARHUA",20,540
"421","E102","CANTT RLY STATION","JAGATPUR",8,176
"422","E102","CANTT RLY STATION","KIT",5,190
"423","E102","CANTT RLY STATION","LAHARTARA",1,12
"424","E102","CANTT RLY STATION","MIRZAMURAD BAZAR",11,473
"425","E102","CANTT RLY STATION","MIRZAMURAD
BAZAR",13,559
"426","E102","CANTT RLY STATION","MODHAILA",3,51
"427","E102","CANTT RLY STATION","MOHANSARAI",38,1026
"428","E102","CANTT RLY STATION","RAJATALAB",30,990
"429","E102","CANTT RLY STATION","ROHANIA",14,308
"430","E102","CANTT RLY STATION","RTO",11,363
"431","E102","CANTT RLY STATION","SADHU KI KUTIYA",5,190
"432","E102","CANTT RLY STATION","SAHABABAD",1,27
"433","E102","CANTT RLY STATION","SATOMAHUA",3,99
"434","E102","CANTT RLY STATION","TARNA",2,44
"435","E102","CANTT RLY STATION","VYASBAGH",1,27
"436","E102","CANTT RLY
STATION","B.H.E.L.",1,22
"437","E102","CANTT RLY
STATION","BABATPUR
CHAURAHA",24,912
"438","E102","CANTT RLY
STATION","BHULLANPUR",1,22
"439","E102","CANTT RLY
STATION","BOULIA",1,12
"440","E102","CANTT RLY
STATION","HARHUA",2,54
"441","E102","CANTT RLY
STATION","JAGATPUR",7,154
"442","E102","CANTT RLY
STATION","KIT",2,76
"443","E102","CANTT RLY
STATION","MIRZAMURAD
BAZAR",3,129
"444","E102","CANTT RLY
STATION","MODHAILA",2,34
"445","E102","CANTT RLY
STATION","MOHANSARAI",14,378
"446","E102","CANTT RLY
STATION","RAJATALAB",9,297
"447","E102","CANTT RLY
STATION","ROHANIA",4,88
"448","E102","CANTT RLY
STATION","RTO",3,99
"449","E102","CANTT RLY
STATION","SADHU KI KUTIYA",5,190
"450","E102","CHANDPUR
CHAURAHA","AGRASEN MOD",1,27
"451","E102","CHANDPUR
CHAURAHA","BABATPUR
CHAURAHA",3,129
"452","E102","CHANDPUR
CHAURAHA","BHOJUBEER",2,44
"453","E102","CHANDPUR
CHAURAHA","CANTT RLY STATION",5,85
